CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,InternetService,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
995,Female,1,Yes,Yes,50,Fiber optic,56.97,473.59,Two year,Mailed check,Yes
996,Male,0,Yes,No,63,Fiber optic,68.61,7828.39,Two year,Electronic check,No
997,Male,0,No,No,55,Fiber optic,51.38,4715.7,Month-to-month,Mailed check,Yes
998,Female,0,Yes,Yes,40,DSL,34.18,4464.48,Month-to-month,Credit card,No
999,Female,1,No,Yes,31,Fiber optic,41.38,5253.25,One year,Credit card,No
1000,Male,1,No,Yes,14,DSL,30.55,3986.25,Two year,Mailed check,Yes
1001,Female,1,Yes,No,61,Fiber optic,88.31,275.87,Month-to-month,Credit card,Yes
1002,Male,1,Yes,No,26,DSL,86.07,4906.24,Month-to-month,Electronic check,No
1003,Male,1,Yes,Yes,27,Fiber optic,115.06,5735.07,Month-to-month,Credit card,Yes
1004,Male,1,Yes,Yes,63,Fiber optic,92.97,3345.66,One year,Credit card,No
1005,Male,0,No,Yes,58,Fiber optic,25.2,6063.22,Two year,Electronic check,Yes
1006,Male,0,Yes,Yes,57,No,108.42,1831.47,One year,Mailed check,Yes
1007,Female,1,Yes,No,1,No,106.27,1785.79,Two year,Credit card,No
1008,Male,0,Yes,Yes,35,Fiber optic,64.33,1308.11,Two year,Mailed check,No
1009,Female,1,No,No,70,DSL,78.59,2988.52,Month-to-month,Electronic check,Yes
1010,Female,0,Yes,Yes,12,DSL,117.61,6779.16,Month-to-month,Mailed check,Yes
1011,Male,1,Yes,Yes,14,Fiber optic,73.23,6626.74,Month-to-month,Mailed check,Yes
1012,Male,1,No,Yes,59,No,110.53,3074.94,Month-to-month,Bank transfer,Yes
1013,Female,0,No,Yes,21,DSL,28.3,4721.17,Month-to-month,Bank transfer,No
1014,Male,0,Yes,Yes,62,No,39.11,5772.11,Two year,Credit card,No
1015,Male,1,Yes,No,24,DSL,64.08,1944.83,Month-to-month,Bank transfer,Yes
1016,Female,1,Yes,Yes,47,Fiber optic,78.48,1361.77,Month-to-month,Bank transfer,No
1017,Female,0,Yes,Yes,42,No,101.62,7777.33,One year,Bank transfer,Yes
1018,Male,0,Yes,Yes,37,DSL,118.83,4948.11,One year,Mailed check,Yes
1019,Female,1,No,No,40,Fiber optic,58.89,7851.7,Two year,Mailed check,Yes
1020,Male,0,No,No,44,Fiber optic,24.74,2715.29,Two year,Bank transfer,No
1021,Male,1,Yes,No,39,Fiber optic,100.12,5630.19,One year,Electronic check,Yes
1022,Male,1,Yes,No,16,No,80.44,1796.38,One year,Bank transfer,No
1023,Female,1,No,Yes,56,No,39.85,2104.38,Month-to-month,Electronic check,No
1024,Female,1,Yes,Yes,1,Fiber optic,69.48,4104.98,Month-to-month,Mailed check,Yes
1025,Female,0,Yes,Yes,61,No,94.23,2570.55,Two year,Electronic check,No
1026,Female,0,Yes,No,8,DSL,97.04,1357.62,One year,Mailed check,Yes
1027,Female,0,Yes,Yes,67,Fiber optic,69.96,2117.79,Two year,Electronic check,Yes
1028,Male,0,Yes,Yes,16,Fiber optic,50.52,305.27,Month-to-month,Mailed check,No
1029,Male,0,No,No,49,No,117.37,5641.3,Two year,Mailed check,Yes
1030,Male,0,Yes,No,39,Fiber optic,86.34,3947.09,Two year,Bank transfer,No
1031,Male,0,Yes,No,57,DSL,60.82,772.06,Two year,Credit card,No
1032,Female,1,Yes,Yes,20,No,48.05,1390.12,Month-to-month,Credit card,No
1033,Male,0,No,Yes,17,No,93.11,838.23,Two year,Mailed check,Yes
1034,Female,0,No,No,54,Fiber optic,44.22,4908.49,Month-to-month,Bank transfer,No
1035,Male,1,No,Yes,28,Fiber optic,37.17,771.8,One year,Credit card,Yes
1036,Female,0,No,No,23,Fiber optic,72.98,6039.17,Two year,Credit card,Yes
1037,Female,0,Yes,No,16,No,49,183.68,Two year,Bank transfer,No
1038,Male,1,No,Yes,17,Fiber optic,82.89,2010.02,Month-to-month,Bank transfer,No
1039,Male,0,Yes,No,41,DSL,31.79,7127.52,Two year,Credit card,Yes
1040,Male,0,Yes,No,44,Fiber optic,85.49,5753.88,Month-to-month,Credit card,No
1041,Male,0,No,No,16,Fiber optic,48.33,602.29,Two year,Electronic check,No
1042,Female,1,No,Yes,13,No,20.02,6572.59,One year,Electronic check,No
1043,Male,0,No,No,48,Fiber optic,32.69,3954.42,One year,Mailed check,Yes
1044,Male,0,No,No,28,No,113.36,6777.33,One year,Credit card,No
1045,Female,1,No,No,3,Fiber optic,106.74,4813.9,Two year,Bank transfer,Yes
1046,Male,0,Yes,No,19,DSL,43.36,5461.03,Two year,Bank transfer,Yes
1047,Male,1,No,No,46,DSL,97.84,7948.14,One year,Credit card,No
1048,Male,1,No,No,8,No,80.86,1874.04,One year,Mailed check,No
1049,Male,0,No,No,26,No,117.09,4999.09,Month-to-month,Bank transfer,Yes
1050,Male,1,Yes,Yes,14,Fiber optic,57.36,3693.36,Month-to-month,Credit card,Yes
1051,Female,1,No,Yes,18,Fiber optic,88.15,334.83,One year,Credit card,No
1052,Male,0,Yes,No,51,DSL,26.35,135.48,One year,Mailed check,Yes
1053,Male,1,No,Yes,25,Fiber optic,59.62,971.44,Two year,Credit card,No
1054,Male,1,No,Yes,25,DSL,116.38,5199.75,One year,Bank transfer,Yes
1055,Male,0,Yes,No,25,No,73.9,4545.96,Month-to-month,Electronic check,No
1056,Male,0,No,Yes,45,Fiber optic,48.79,4436.37,Month-to-month,Mailed check,Yes
1057,Female,0,Yes,No,48,No,32.03,274.22,Month-to-month,Credit card,No
1058,Male,1,Yes,No,52,Fiber optic,90.35,3765.04,Month-to-month,Mailed check,No
1059,Female,0,Yes,No,2,DSL,84.49,7398.49,Month-to-month,Credit card,Yes
1060,Female,1,No,No,65,No,57.39,3192.78,Month-to-month,Electronic check,No
1061,Male,1,No,No,41,No,115.09,5006.88,One year,Mailed check,Yes
1062,Male,1,No,Yes,18,Fiber optic,22.22,6242.95,Month-to-month,Credit card,Yes
1063,Male,1,Yes,No,16,No,50.37,6275.72,Month-to-month,Electronic check,Yes
1064,Male,1,No,Yes,32,DSL,112.11,4163.86,Month-to-month,Bank transfer,Yes
1065,Female,1,Yes,No,48,No,52.09,6866.46,Month-to-month,Credit card,No
1066,Male,1,No,No,55,No,45.23,3143.2,One year,Electronic check,Yes
1067,Male,0,Yes,No,62,Fiber optic,73.42,7111.77,Two year,Electronic check,Yes
1068,Male,0,Yes,Yes,2,No,102.38,1937.01,Two year,Mailed check,Yes
1069,Male,1,Yes,No,48,Fiber optic,30.31,2256.13,Two year,Credit card,No
1070,Male,1,No,No,54,Fiber optic,114.3,443.9,Two year,Bank transfer,Yes
1071,Male,0,Yes,No,25,No,99.51,6368.74,Month-to-month,Credit card,No
1072,Female,1,Yes,No,71,DSL,38.13,3348.1,Two year,Electronic check,No
1073,Female,0,Yes,Yes,51,Fiber optic,91.2,1848.35,Two year,Bank transfer,Yes
1074,Male,0,Yes,No,6,No,58.5,1869.69,One year,Electronic check,No
1075,Male,0,Yes,Yes,45,Fiber optic,60.23,7213.17,One year,Mailed check,Yes
1076,Male,1,Yes,No,45,DSL,98.33,6674.65,One year,Credit card,No
1077,Female,1,No,Yes,15,DSL,116.28,4437.18,Month-to-month,Electronic check,No
1078,Male,0,No,Yes,23,Fiber optic,32.67,4936.56,Month-to-month,Electronic check,Yes
1079,Female,0,Yes,No,60,DSL,62.06,3805.12,Month-to-month,Credit card,No
1080,Male,0,No,No,53,No,68.09,3145.5,One year,Bank transfer,Yes
1081,Male,0,No,Yes,61,No,57.63,7325.51,Two year,Electronic check,No
1082,Male,0,Yes,No,0,Fiber optic,56.32,1022.39,One year,Credit card,Yes
1083,Male,1,Yes,No,48,DSL,25.23,3359.21,Month-to-month,Mailed check,Yes
1084,Female,0,Yes,No,24,No,88.55,2769.6,One year,Mailed check,Yes
1085,Female,1,No,Yes,9,No,63.62,3995.24,Two year,Credit card,Yes
1086,Male,0,Yes,No,15,No,39.48,3671.9,Month-to-month,Electronic check,No
1087,Male,1,No,No,57,Fiber optic,101.6,4160.74,Two year,Credit card,Yes
1088,Female,1,Yes,No,71,Fiber optic,100.26,1136.55,Two year,Credit card,Yes
1089,Female,1,No,Yes,28,No,68.64,4114.87,Month-to-month,Electronic check,Yes
1090,Female,1,Yes,No,5,No,49.85,1954.5,Two year,Bank transfer,Yes
1091,Female,1,Yes,Yes,15,DSL,83.81,1490.96,One year,Bank transfer,No
1092,Male,1,No,No,19,DSL,48.82,537.38,Two year,Mailed check,Yes
1093,Female,0,No,Yes,70,DSL,43.6,6105.97,Two year,Bank transfer,No
1094,Male,1,No,No,42,Fiber optic,93.05,3430.99,Two year,Credit card,Yes
1095,Female,0,No,No,25,No,24.03,5020.62,One year,Electronic check,Yes
1096,Female,1,No,Yes,70,Fiber optic,29.48,5826.19,Two year,Mailed check,Yes
1097,Female,1,No,Yes,32,No,20.68,5440.95,Two year,Bank transfer,Yes
1098,Female,0,Yes,Yes,25,DSL,35.29,3774.6,One year,Credit card,Yes
1099,Female,1,No,No,44,DSL,26.9,3115.43,Month-to-month,Mailed check,Yes
1100,Male,0,Yes,No,62,DSL,119.58,3020.16,Month-to-month,Electronic check,No
1101,Male,0,Yes,No,66,DSL,48.88,5127.59,Month-to-month,Bank transfer,No
1102,Female,0,No,No,51,No,34.93,3968.46,Two year,Credit card,Yes
1103,Female,0,Yes,Yes,67,DSL,44.1,6796.08,Month-to-month,Electronic check,Yes
1104,Male,1,No,No,25,No,113.61,7000.12,One year,Credit card,Yes
1105,Female,1,No,No,1,No,72.02,1381.07,Two year,Credit card,No
1106,Female,0,Yes,No,13,Fiber optic,56.48,1107.14,Two year,Credit card,Yes
1107,Male,1,Yes,No,29,DSL,107.34,5050.6,Two year,Electronic check,No
1108,Female,1,No,No,48,DSL,59.5,2423.78,Month-to-month,Mailed check,No
1109,Female,0,No,No,11,Fiber optic,53.5,168.19,Month-to-month,Credit card,No
1110,Male,1,Yes,No,43,No,40.73,7111.37,Month-to-month,Mailed check,No
1111,Male,0,Yes,Yes,32,DSL,57.78,1830.67,Two year,Mailed check,No
1112,Male,0,Yes,No,12,No,51.67,7435.66,One year,Bank transfer,Yes
1113,Female,1,Yes,No,25,Fiber optic,87.73,5745.13,Two year,Bank transfer,No
1114,Male,1,No,No,20,No,48.96,6105.97,One year,Mailed check,No
1115,Male,1,No,No,27,DSL,77.72,1627.66,Two year,Bank transfer,Yes
1116,Male,0,No,Yes,47,No,26.59,1888.87,One year,Bank transfer,Yes
1117,Male,0,No,Yes,39,No,39.13,4179.72,Two year,Mailed check,No
1118,Male,1,Yes,Yes,65,DSL,60.74,1393.36,Two year,Electronic check,Yes
1119,Male,1,Yes,Yes,22,DSL,113.69,2457.34,One year,Bank transfer,Yes
1120,Female,1,No,Yes,47,No,57.73,2585.27,One year,Bank transfer,Yes
1121,Female,1,No,Yes,1,No,86.41,1293.85,One year,Electronic check,No
1122,Male,0,No,No,19,Fiber optic,45.51,1657.36,One year,Electronic check,No
1123,Male,1,No,Yes,58,DSL,32.7,6312.64,One year,Electronic check,Yes
1124,Male,0,No,Yes,45,No,25.85,1354.22,One year,Mailed check,Yes
1125,Female,0,No,No,2,DSL,50.54,247.09,One year,Electronic check,No
1126,Female,1,No,Yes,54,Fiber optic,35.77,5042.25,One year,Mailed check,No
1127,Female,1,No,No,11,No,37.4,7808.35,Two year,Credit card,Yes
1128,Female,1,No,No,39,No,96.08,2663.09,One year,Credit card,No
1129,Female,0,Yes,Yes,65,No,21.58,966.87,One year,Electronic check,No
1130,Female,1,No,No,15,DSL,75.78,4571.69,Two year,Electronic check,Yes
1131,Female,1,Yes,Yes,33,Fiber optic,57.95,7252.71,Two year,Credit card,Yes
1132,Female,0,Yes,Yes,43,DSL,70.65,6276.81,Month-to-month,Mailed check,No
1133,Female,1,No,No,5,No,76.28,4987.68,Month-to-month,Mailed check,No
1134,Male,0,No,No,63,Fiber optic,51.34,2534.15,One year,Electronic check,No
1135,Male,1,Yes,Yes,21,No,49.51,4344.2,One year,Electronic check,Yes
1136,Male,0,Yes,No,17,No,93.34,748.13,Month-to-month,Electronic check,Yes
1137,Male,1,No,No,11,DSL,107.13,5437.98,Month-to-month,Credit card,Yes
1138,Female,1,Yes,Yes,51,No,39.26,5806.27,One year,Bank transfer,Yes
1139,Female,0,No,Yes,50,Fiber optic,29.76,7720.95,Month-to-month,Electronic check,No
1140,Male,0,No,No,70,No,109.78,2097.97,One year,Mailed check,Yes
1141,Female,1,No,Yes,47,No,54.99,167.28,Two year,Bank transfer,Yes
1142,Male,0,Yes,Yes,18,DSL,75.13,4373.96,Two year,Mailed check,No
1143,Female,0,Yes,Yes,5,Fiber optic,55.95,5660.19,Month-to-month,Bank transfer,Yes
1144,Male,0,No,Yes,26,DSL,32.58,6327.45,Two year,Credit card,No
1145,Female,0,Yes,Yes,52,No,78.93,1566.04,Two year,Bank transfer,Yes
1146,Female,1,Yes,Yes,47,DSL,72.51,2108.79,Two year,Mailed check,No
1147,Male,1,Yes,Yes,6,DSL,40.3,4110.48,Two year,Bank transfer,No
1148,Female,0,Yes,No,58,DSL,65.19,2658.19,One year,Credit card,No
1149,Male,0,Yes,Yes,68,DSL,99.69,6886.88,One year,Mailed check,Yes
1150,Male,0,Yes,No,10,No,79.04,3800.61,Month-to-month,Electronic check,No
1151,Male,0,Yes,No,14,No,29.69,6400.64,Two year,Bank transfer,Yes
1152,Male,1,No,No,63,Fiber optic,74.8,4653.35,Two year,Mailed check,Yes
1153,Female,1,Yes,Yes,2,DSL,90.27,6189.26,Two year,Bank transfer,Yes
1154,Female,0,Yes,Yes,68,DSL,99.27,2674.73,Month-to-month,Credit card,Yes
1155,Female,0,Yes,No,22,Fiber optic,82.91,6654.7,One year,Mailed check,Yes
1156,Male,0,Yes,Yes,52,DSL,35.27,2211.09,Two year,Electronic check,Yes
1157,Female,1,Yes,No,36,Fiber optic,91.02,4377.87,One year,Electronic check,No
1158,Male,0,Yes,Yes,8,No,87.73,1727.78,Month-to-month,Bank transfer,No
1159,Female,1,Yes,Yes,14,Fiber optic,22.44,3814.7,One year,Credit card,Yes
1160,Female,0,Yes,No,2,DSL,61.17,2559.04,Two year,Credit card,Yes
1161,Female,1,No,No,69,Fiber optic,53.3,2148.29,One year,Bank transfer,Yes
1162,Male,0,Yes,No,16,No,86.94,7736.54,One year,Mailed check,Yes
1163,Female,1,Yes,Yes,25,DSL,41.61,1297.39,Month-to-month,Mailed check,Yes
1164,Female,0,Yes,No,20,No,79.09,6302.86,Month-to-month,Bank transfer,No
1165,Male,0,Yes,Yes,71,No,111.32,7873.64,Month-to-month,Mailed check,No
1166,Female,0,No,Yes,20,Fiber optic,99.78,178.81,Month-to-month,Mailed check,Yes
1167,Male,1,No,Yes,10,No,112.15,5598.24,One year,Mailed check,Yes
1168,Female,0,No,No,37,DSL,117.85,2038.24,One year,Bank transfer,No
1169,Male,1,No,No,71,No,21.07,343.09,Month-to-month,Electronic check,Yes
1170,Male,1,No,No,34,No,82.27,3235.06,Month-to-month,Credit card,Yes
1171,Female,0,No,Yes,13,Fiber optic,61.28,7483.04,Two year,Electronic check,Yes
1172,Male,0,No,Yes,13,No,105.99,113.89,Two year,Mailed check,No
1173,Male,0,No,No,9,Fiber optic,45.18,4711.33,Month-to-month,Bank transfer,No
1174,Male,1,No,Yes,11,Fiber optic,118.1,4021.14,One year,Credit card,Yes
1175,Male,0,No,Yes,37,DSL,81.37,6989.61,Month-to-month,Mailed check,No
1176,Male,1,No,No,33,DSL,99.35,690.33,One year,Credit card,No
1177,Male,1,No,No,40,DSL,28.56,5458.58,One year,Credit card,Yes
1178,Female,0,No,No,9,DSL,38.35,5447.28,Two year,Electronic check,No
1179,Male,0,No,Yes,16,Fiber optic,95.84,5359.26,Month-to-month,Mailed check,No
1180,Male,0,No,Yes,16,No,22.2,7539.83,Month-to-month,Credit card,No
1181,Female,0,No,Yes,66,DSL,101.69,6588.24,One year,Electronic check,No
1182,Female,0,Yes,Yes,61,DSL,21.39,354.94,Month-to-month,Bank transfer,No
1183,Female,0,No,Yes,0,DSL,85.71,3779.24,Two year,Credit card,No
1184,Female,1,Yes,No,11,No,56.51,3195.67,Two year,Mailed check,Yes
1185,Female,1,No,Yes,3,DSL,81.15,2494.97,Month-to-month,Bank transfer,Yes
1186,Female,1,No,Yes,41,No,89.6,3621.67,Month-to-month,Credit card,Yes
1187,Female,0,Yes,Yes,12,Fiber optic,54.25,3085.87,Two year,Credit card,No
1188,Male,1,No,No,3,Fiber optic,30.8,3470.02,Month-to-month,Mailed check,Yes
1189,Male,1,Yes,No,68,Fiber optic,26.96,7834.51,One year,Credit card,No
1190,Female,1,Yes,No,18,No,78.89,727.29,Month-to-month,Mailed check,No
1191,Male,1,Yes,Yes,1,DSL,72.07,7379.4,One year,Mailed check,Yes
1192,Male,1,No,No,11,DSL,94.22,3852.29,Month-to-month,Mailed check,No
1193,Male,0,No,No,5,DSL,70.97,4997.46,Month-to-month,Mailed check,Yes
1194,Female,0,No,No,7,DSL,62.24,6644.86,Two year,Credit card,No
1195,Female,1,Yes,Yes,50,DSL,59.81,2896.49,One year,Bank transfer,Yes
1196,Male,1,Yes,No,10,No,22.64,3454.77,Two year,Bank transfer,Yes
1197,Female,1,No,Yes,62,Fiber optic,53.56,3287.96,Month-to-month,Electronic check,Yes
1198,Male,0,No,Yes,56,DSL,117.6,3010.35,Two year,Mailed check,Yes
1199,Male,0,No,No,11,Fiber optic,107.36,7405.72,Month-to-month,Credit card,No
1200,Male,1,No,Yes,1,No,52.94,6634.86,Month-to-month,Credit card,Yes
1201,Male,0,No,No,7,No,78.78,889.82,Month-to-month,Electronic check,No
1202,Female,0,Yes,Yes,10,DSL,104.73,882.82,One year,Bank transfer,Yes
1203,Female,1,Yes,No,52,No,64.13,3434.4,One year,Credit card,Yes
1204,Female,0,Yes,No,9,Fiber optic,21.8,807.29,One year,Electronic check,Yes
1205,Male,0,No,No,7,DSL,27.45,4960.36,Two year,Bank transfer,No
1206,Female,1,Yes,Yes,35,DSL,71.04,1166.66,Month-to-month,Credit card,Yes
1207,Male,0,Yes,No,13,Fiber optic,116.94,4188.54,Two year,Mailed check,Yes
1208,Female,0,Yes,Yes,53,DSL,89.32,77.62,Two year,Electronic check,No
1209,Male,1,Yes,No,20,DSL,27.09,2546.44,Month-to-month,Credit card,Yes
1210,Male,0,Yes,Yes,49,Fiber optic,38.94,5423.98,Two year,Electronic check,No
1211,Male,0,No,Yes,38,DSL,97.13,3882.63,Month-to-month,Electronic check,Yes
1212,Female,1,Yes,No,19,DSL,104.14,7826.59,Month-to-month,Electronic check,Yes
1213,Female,1,No,No,6,Fiber optic,81.77,6995.35,Month-to-month,Mailed check,Yes
1214,Female,1,No,No,8,No,84.44,2885.38,Month-to-month,Bank transfer,No
1215,Female,0,No,No,0,Fiber optic,22.83,382.98,Two year,Bank transfer,Yes
1216,Male,1,No,No,25,DSL,102.85,6768.1,Two year,Credit card,Yes
1217,Female,0,No,Yes,37,Fiber optic,98.83,7291.65,Two year,Mailed check,Yes
1218,Female,1,Yes,No,37,DSL,45.9,6568.61,One year,Bank transfer,No
1219,Male,0,Yes,No,60,DSL,90.87,1041.04,Two year,Credit card,No
1220,Male,1,No,Yes,43,Fiber optic,41.49,7983.36,Two year,Credit card,No
1221,Male,1,No,No,43,DSL,24.03,2083.5,One year,Electronic check,No
1222,Female,1,No,No,61,No,40.11,5799.16,Month-to-month,Mailed check,No
1223,Male,1,Yes,Yes,5,DSL,37.86,7266.12,Month-to-month,Bank transfer,No
1224,Male,0,No,No,16,Fiber optic,53.77,1900.78,Month-to-month,Mailed check,Yes
1225,Male,1,Yes,No,50,No,61.84,7267.9,One year,Mailed check,Yes
1226,Female,1,No,No,37,No,70.85,2489.66,Two year,Bank transfer,Yes
1227,Male,0,Yes,Yes,23,DSL,67.68,7811.78,Two year,Bank transfer,Yes
1228,Female,1,No,No,50,Fiber optic,47.07,2264.45,Two year,Mailed check,Yes
1229,Female,0,Yes,Yes,9,DSL,22.92,7628.42,Two year,Credit card,No
1230,Male,1,No,No,71,DSL,80.51,447.29,One year,Mailed check,No
1231,Male,1,Yes,Yes,20,Fiber optic,59.57,5679.99,Two year,Bank transfer,No
1232,Female,1,Yes,No,69,Fiber optic,49.87,4266.25,Month-to-month,Mailed check,Yes
1233,Male,0,Yes,Yes,56,DSL,106.69,3833.46,One year,Bank transfer,No
1234,Male,1,Yes,Yes,38,No,94.67,1803.48,One year,Credit card,Yes
1235,Female,1,Yes,Yes,32,DSL,105.78,5650.65,Month-to-month,Mailed check,No
1236,Female,1,Yes,Yes,58,No,69.5,1542.66,Month-to-month,Credit card,Yes
1237,Male,0,Yes,Yes,17,DSL,33.09,4431.68,Two year,Mailed check,No
1238,Female,0,No,Yes,55,Fiber optic,89.62,2040.9,Month-to-month,Mailed check,Yes
1239,Male,1,No,No,56,No,40.61,7645.86,One year,Bank transfer,No
1240,Male,0,No,No,47,Fiber optic,64.12,248.48,One year,Electronic check,Yes
1241,Male,1,No,Yes,41,Fiber optic,26.5,1613.83,One year,Bank transfer,No
1242,Female,1,No,Yes,26,Fiber optic,102.53,1953.64,Two year,Mailed check,Yes
1243,Male,1,Yes,Yes,51,Fiber optic,32.59,3324.26,Two year,Electronic check,Yes
1244,Male,1,Yes,Yes,41,Fiber optic,110.31,1877.19,Month-to-month,Electronic check,Yes
1245,Male,1,Yes,No,31,DSL,106.42,3940.97,Two year,Credit card,Yes
1246,Female,1,Yes,Yes,25,No,66.46,6982.27,Two year,Mailed check,No
1247,Female,1,Yes,No,24,DSL,94.44,5702.27,One year,Bank transfer,No
1248,Female,0,No,No,22,DSL,81.94,4648.1,One year,Electronic check,No
1249,Female,0,No,Yes,56,DSL,100.31,730.25,Month-to-month,Electronic check,Yes
1250,Female,0,No,Yes,51,Fiber optic,63.18,5558.06,One year,Bank transfer,No
1251,Male,0,No,No,30,DSL,98.58,1347.99,Two year,Bank transfer,Yes
1252,Female,0,Yes,No,63,No,66.25,6295.21,Month-to-month,Electronic check,No
1253,Female,0,Yes,Yes,70,DSL,114.1,2015.45,Month-to-month,Bank transfer,Yes
1254,Female,0,Yes,Yes,32,Fiber optic,68.64,3348.05,One year,Credit card,No
1255,Male,1,No,Yes,1,No,66.26,2816.75,One year,Electronic check,Yes
1256,Female,1,Yes,No,17,No,98.51,6873.34,One year,Credit card,Yes
1257,Female,1,No,No,46,No,102.16,1029.82,Month-to-month,Mailed check,No
1258,Male,1,Yes,Yes,32,No,75.45,4533.85,One year,Credit card,No
1259,Female,0,Yes,No,34,DSL,37.98,1153.65,Two year,Bank transfer,No
1260,Male,0,No,No,50,Fiber optic,66.78,5644.27,Month-to-month,Electronic check,Yes
1261,Male,1,Yes,Yes,17,No,116.81,7242.52,One year,Credit card,Yes
1262,Male,1,Yes,Yes,71,No,95.3,3488.17,Two year,Bank transfer,Yes
1263,Male,0,No,No,29,Fiber optic,101.12,3914.98,Two year,Bank transfer,No
1264,Male,1,Yes,No,43,DSL,23.28,7420.83,One year,Credit card,Yes
1265,Female,1,No,Yes,52,No,66.79,4177.51,Two year,Electronic check,No
1266,Male,1,Yes,Yes,9,DSL,84.66,3911.04,Month-to-month,Credit card,Yes
1267,Male,1,Yes,Yes,51,DSL,103,4635.07,Month-to-month,Mailed check,No
1268,Female,0,Yes,Yes,48,DSL,24.93,5520.05,Two year,Credit card,Yes
1269,Male,1,Yes,Yes,10,DSL,105.24,872.93,Month-to-month,Credit card,Yes
1270,Female,1,Yes,No,65,No,74.84,6572.46,One year,Electronic check,No
1271,Female,0,Yes,No,57,No,39.73,3495.33,Two year,Credit card,Yes
1272,Female,0,Yes,No,35,DSL,51.73,597.34,Month-to-month,Bank transfer,Yes
1273,Male,1,Yes,No,32,DSL,48.19,6293.74,One year,Electronic check,No
1274,Male,0,No,Yes,46,Fiber optic,73.09,3028.06,One year,Bank transfer,Yes
1275,Male,1,No,Yes,12,Fiber optic,25.17,820.93,Month-to-month,Electronic check,No
1276,Female,1,Yes,Yes,39,Fiber optic,35.85,5077.56,Two year,Mailed check,No
1277,Male,0,Yes,No,67,No,101.27,7043.45,One year,Mailed check,Yes
1278,Male,1,No,No,41,Fiber optic,33.26,7104.27,One year,Mailed check,Yes
1279,Male,1,Yes,No,18,No,43.34,7662.15,One year,Credit card,Yes
1280,Female,1,Yes,Yes,18,No,65.34,6944.29,One year,Mailed check,No
1281,Female,1,No,No,57,No,71.71,37.08,Two year,Electronic check,Yes
1282,Male,0,Yes,Yes,22,No,96.36,3054.32,Month-to-month,Mailed check,No
1283,Male,0,Yes,Yes,53,Fiber optic,64.73,6551.97,Month-to-month,Electronic check,Yes
1284,Male,1,No,Yes,64,DSL,98.99,2942.7,Month-to-month,Bank transfer,Yes
1285,Male,0,Yes,Yes,11,DSL,81.83,4820.36,One year,Credit card,No
1286,Female,1,Yes,Yes,23,DSL,31.31,4858.41,Two year,Bank transfer,Yes
1287,Female,1,No,Yes,33,Fiber optic,35.63,2932.9,Month-to-month,Bank transfer,Yes
1288,Female,1,Yes,No,52,DSL,63.7,7237.7,Two year,Mailed check,Yes
1289,Female,1,No,Yes,7,Fiber optic,59.69,4035.76,Month-to-month,Mailed check,Yes
1290,Male,1,Yes,Yes,17,Fiber optic,94.35,3728.98,One year,Mailed check,Yes
1291,Male,0,Yes,No,56,Fiber optic,78.07,7980.16,Month-to-month,Bank transfer,No
1292,Male,1,No,Yes,4,DSL,58.81,3958.13,One year,Credit card,Yes
1293,Female,0,No,No,25,DSL,37.08,1443.62,One year,Credit card,No
1294,Male,0,Yes,No,29,DSL,42.68,4114.29,Month-to-month,Bank transfer,Yes
1295,Female,1,No,No,53,No,77.55,6515.85,Two year,Credit card,Yes
1296,Female,1,No,Yes,12,Fiber optic,62.34,6219.35,One year,Bank transfer,No
1297,Male,1,Yes,Yes,28,No,71.49,6312.88,Two year,Bank transfer,Yes
1298,Male,1,Yes,No,2,Fiber optic,37.07,5670.03,Month-to-month,Credit card,Yes
1299,Male,1,Yes,Yes,57,DSL,86.29,2048.66,One year,Electronic check,No
1300,Female,0,No,Yes,1,Fiber optic,105.25,6899.43,Two year,Electronic check,No
1301,Male,1,No,No,27,Fiber optic,45.79,7149.68,One year,Mailed check,Yes
1302,Female,1,No,No,1,No,69.15,1569.34,Month-to-month,Credit card,No
1303,Male,0,No,Yes,6,Fiber optic,117.55,1061.04,One year,Mailed check,No
1304,Female,0,Yes,No,25,DSL,53.32,7805.33,Month-to-month,Bank transfer,No
1305,Female,1,No,No,15,Fiber optic,79.5,6949.23,Two year,Electronic check,No
1306,Male,0,Yes,No,22,Fiber optic,29.02,7148.02,One year,Credit card,Yes
1307,Female,1,No,Yes,39,Fiber optic,80.6,7093.28,Two year,Credit card,Yes
1308,Female,0,Yes,Yes,59,No,28.96,4342.66,Month-to-month,Credit card,No
1309,Male,0,Yes,Yes,31,Fiber optic,115.92,5178.29,Month-to-month,Electronic check,Yes
1310,Female,1,Yes,No,14,Fiber optic,91.57,4372,Two year,Mailed check,No
1311,Male,0,No,Yes,12,No,98.82,428.63,Two year,Electronic check,Yes
1312,Female,0,Yes,No,4,No,90.41,5969.11,Month-to-month,Mailed check,Yes
1313,Male,0,Yes,Yes,51,No,78.97,4052.55,Two year,Bank transfer,No
1314,Male,0,No,Yes,40,No,64.99,5188.72,Month-to-month,Bank transfer,No
1315,Female,0,Yes,No,52,DSL,105.84,4031.07,Two year,Mailed check,Yes
1316,Female,0,No,Yes,49,DSL,115.68,3944.65,Month-to-month,Bank transfer,Yes
1317,Female,1,No,No,14,Fiber optic,69.9,1390.88,Month-to-month,Bank transfer,Yes
